FirstName,LastName,DateOfBirth,Gender,PhoneNumber,Address,City,SchoolName,Grade,CourseLanguage,Shift
Emmy,Plues,04/08/2022,2,922-449-5626,869 Twin Pines Circle,Atalaia,Turin Polytechnic University In Tashkent,2,2,2
Kirbee,Cornelius,01/10/2022,2,975-301-1049,71422 Farmco Way,Palmira,State University of New York Institute of Technology at Utica/Rome,1,2,1
Tome,Napolitano,15/06/2022,2,278-508-6013,55 Thierer Trail,Nepeña,Universidad San Marcos,1,3,2
Sandro,Vinnick,31/07/2022,2,878-333-4163,0557 Maywood Street,Hiseti,Universidad de Murcia,6,1,1
Efren,McGown,18/10/2022,1,682-825-6377,1 Milwaukee Avenue,Tha Bo,University of the Free State,9,3,2
Catie,Oakwell,11/09/2022,2,906-254-4396,7 Morning Way,Jiamiao,Zaporizhzhe National Technical University,3,3,2
Tommi,Maceur,12/09/2022,1,448-721-7080,42402 Jana Court,Lazaro Cardenas,University of Hyderabad,1,2,1
Vita,Janaway,27/05/2022,2,315-694-1490,7521 Holy Cross Lane,Langsepan,Link Campus University of Malta,8,2,2
Kane,Caddick,15/01/2022,1,214-285-4813,59 3rd Lane,Umm Şalāl ‘Alī,Florida State University,7,3,2
Winny,Revey,31/07/2022,2,862-494-3891,493 Old Gate Place,Semiluki,Universidade Gama Filho,7,3,1
Marlow,Saffer,27/04/2022,1,416-569-3072,57 Tomscot Crossing,Karnobat,Shahrood University of Medical Sciences,6,3,2
Doretta,Urwen,22/10/2022,2,387-457-0618,87 Clemons Hill,Rongcheng,Universität Klagenfurt,6,2,2
Byrom,Bly,28/06/2022,1,101-381-5250,87803 Laurel Plaza,Uppsala,United States Sports Academy,7,3,1
Rudolph,Seif,09/09/2022,1,370-719-7732,37039 Haas Lane,Hongtian,Universitat Oberta de Catalunya,3,3,2
Matthaeus,Berthouloume,11/04/2022,1,219-431-7301,237 Fulton Road,Afonsoeiro,Ecole Nationale Supérieure de Chimie et de Physique de Bordeaux,3,2,1
Sosanna,Wyard,07/12/2021,1,798-335-6124,0624 Johnson Circle,Huangban,"Arizona State University, Polytechnic Campus",5,2,1
Rita,Blanc,21/08/2022,1,709-663-9503,092 Knutson Way,Ciechanowiec,Universidade Federal do Pará,3,3,1
Kristyn,Virgin,10/09/2022,2,589-724-8859,0960 Elmside Center,Karangasem Laok,The University of Nottingham Ningbo China,7,3,2
Janine,Roj,03/10/2022,1,404-389-2609,2 Troy Crossing,Parengan,Fatih University,7,3,1
Viviana,Vedyashkin,07/12/2021,1,778-176-9702,9 Mallard Place,Dokshytsy,The Leadership Institute of Seattle,1,1,2
Lorry,Castilla,09/08/2022,2,637-424-3720,3971 Kipling Drive,Kasina Wielka,Sadat Academy for Management Sciences,8,1,1
Elwira,Forton,25/07/2022,2,745-150-0087,6 Trailsway Court,Chezhan,Jordan Academy of Music / Higher Institute of Music,10,2,1
Caralie,Croisdall,06/05/2022,1,900-198-1227,883 Monica Terrace,Yancheng,Universidad del Valle de Atemajac,10,3,1
Rochester,Janda,16/02/2022,1,669-873-9644,2164 Vidon Drive,Zolochiv,Shanghai University of Finance and Economics,6,2,2
Alanna,Geffen,22/04/2022,2,939-818-9835,03669 International Terrace,Babushkin,University of Bucharest,8,2,1
Amara,Di Franceshci,05/12/2021,2,959-575-8052,1270 Sherman Avenue,Kumbo,Kanagawa University,5,2,2
Harrie,Mundy,28/01/2022,1,391-150-8876,95853 Sherman Hill,Shanggan,Ecole Nationale Supérieure d'Ingenieurs Electriciens de Grenoble,8,3,1
Lauri,Cupper,19/11/2021,2,287-593-4652,414 Redwing Alley,Satrejan,Fundación Universitaria de Boyacá,2,1,2
Sloane,Cosslett,24/12/2021,2,481-752-4374,69 Forest Run Street,Hamburg Sankt Pauli,Santa Clara University,8,3,2
Chery,Pridden,12/10/2022,1,146-139-9481,23 Prairie Rose Crossing,Ledok,Bluefield College,9,2,2
Briggs,A'Barrow,25/03/2022,2,790-315-8876,7116 Granby Parkway,Zhuping,Universidad Nacional Abierta y a Distancia,8,1,2
Zsazsa,Mathiassen,17/05/2022,2,287-501-3116,50 Weeping Birch Circle,Sison,Saint Ferdinand College,1,1,1
Kermie,Hugle,16/12/2021,2,763-230-7904,9863 Fieldstone Way,Youguzhuang,Kyrgyz Turkish  Manas University,11,3,1
Sybila,Alders,15/12/2021,2,323-679-8824,4944 Riverside Center,Los Angeles,Jigjiga University,10,3,1
Thomas,Blyden,27/07/2022,2,894-964-6253,70 Carpenter Hill,Ramenki,Nayanova University,2,2,1
Willi,Condell,23/04/2022,1,805-775-8096,20 Stang Way,Gamagōri,Universitas Wijaya Kusuma Surabaya,4,3,2
Ben,Bachanski,30/03/2022,1,445-800-4518,59 Washington Park,Golopau,Oradea University,4,2,2
Nancy,Wemm,27/08/2022,1,879-446-5674,16483 Continental Road,Geshan,Kobe City University of ForeignStudies,7,2,1
Chalmers,Filippucci,06/07/2022,2,197-124-7152,8701 Bay Pass,Qaryat ad Da‘īs,Katholisch-Theologische Privatuniversität Linz,10,3,2
Ethelind,Crimmins,27/06/2022,1,585-598-3119,618 Portage Alley,Helsingborg,Sinte Gleska University,8,1,1
Wheeler,Carlon,12/12/2021,2,245-145-7688,6392 Blue Bill Park Place,Shamva,Gaziantep University,4,2,1
Kane,Hastelow,13/04/2022,1,860-950-1655,3 Westerfield Avenue,Chacabuco,Irkutsk State Technical University,5,1,2
Francis,Morl,17/12/2021,2,464-835-0442,9292 Dayton Parkway,Ishikawa,Westsächsische Hochschule Zwickau (FH),5,2,1
Adolphus,Gayton,26/08/2022,2,426-866-1481,1968 Mariners Cove Court,‘Arīqah,Tianjin Open University,4,1,2
Zebulon,Klimek,27/11/2021,2,961-731-9985,209 Sheridan Trail,Novotroitsk,"Fairleigh Dickinson University, Teaneck-Hackensack Campus",5,1,2
Grove,Inchley,29/09/2022,1,757-387-4949,4928 Warner Lane,Norfolk,Tianjin Normal University,5,2,2
Yevette,Irwin,03/03/2022,2,568-790-4455,1962 Tennessee Place,La Gacilly,State University of New York College at Potsdam,4,2,2
Tadd,Yeardsley,18/11/2021,2,925-409-1999,1354 Harbort Pass,Bilicenii Vechi,Polish-Japanese Institute of Information Technology in Warsaw,3,1,2
