FirstName,LastName,DateOfBirth,Gender,PhoneNumber,Address,City,SchoolName,Grade,CourseLanguage,Shift
Arlan,Cokayne,08/08/2022,1,531-302-4239,27 Pankratz Street,Nyamanari,Ecole des Hautes Etudes en Gestion Informatique et Communication,11,2,1
Elga,Rowsell,07/04/2022,1,244-704-5874,75164 Forest Run Park,Luoluopu,Hanshin University,3,2,2
Sheeree,Sincock,02/07/2022,1,441-449-5449,8 Westport Street,Åkersberga,Marywood University,3,2,1
Britt,Orme,21/03/2022,1,168-524-9491,93907 Rusk Parkway,Limonade,Hokkaido Institute of Pharmaceutical Sciences,2,1,2
Kimberly,Storck,08/07/2022,1,718-319-3957,8 Kedzie Center,Нераште,Saitama University,10,3,2
Devi,Dwire,20/08/2022,2,280-674-4211,3 Monterey Court,Eaubonne,"Institute of Teachers Education, Tuanku Bainun",9,2,2
Danyette,Chesworth,07/07/2022,1,614-102-7826,93 Holy Cross Parkway,Staryye Atagi,"Schiller International University, Strasbourg",2,2,1
Mamie,Schops,04/04/2022,2,638-297-1007,22 Village Parkway,Paris 12,Point Loma Nazarene College,7,3,2
Sharlene,Cutforth,17/01/2022,1,111-176-9794,9821 Daystar Road,Funes,Université de Kinshasa,2,3,2
Moreen,Easlea,28/09/2022,2,568-389-3172,8535 Anzinger Hill,Sumberjo,University College Dublin,6,3,2
Reggie,Ovendon,07/11/2021,2,938-844-1049,6 Schurz Hill,Vavozh,Webber College,5,3,2
Bendite,Cleeves,28/05/2022,1,953-662-4464,63029 Scofield Point,Bokoro,Qafqaz University,3,3,2
Lizzy,Yeowell,18/02/2022,1,871-311-4870,77 Oakridge Park,Sukumo,University of Bologna,3,1,2
Nyssa,Ruffler,26/05/2022,1,283-210-6675,06128 Grim Plaza,Matagbak,Escola Nautica Infante D. Henrique,2,1,2
Carlyle,Trencher,27/03/2022,1,209-375-1371,6716 Manitowish Place,Mawlamyinegyunn,Instituto Superior de Paços de Brandão,6,1,1
Ruthe,Finnie,11/09/2022,1,450-697-9411,09094 Springview Drive,Zhougao,University of North Carolina at Chapel Hill,2,2,2
Wendy,Bonavia,18/07/2022,1,171-615-0363,72647 Carey Junction,Vallentuna,University of Finance and Management in Bialystok,7,2,2
Milissent,Gallandre,04/03/2022,2,607-799-8632,96 Waubesa Junction,Santa,Universidad Autónoma de Yucatán,1,1,1
Luke,Ferries,29/04/2022,2,859-115-1661,85 Sundown Hill,Guihing Proper,Nippon Sport Science University,11,1,1
Fairfax,Benitez,14/08/2022,2,402-869-9415,95 Stoughton Lane,Kuaro,Technological Education Institute of Thessaloniki,6,1,2
Rubin,Galliford,30/08/2022,2,986-380-2729,06523 Darwin Junction,Keswick,King Mongkut's University of Technology Thonburi,6,1,1
Archibald,Crosoer,08/11/2021,2,955-650-1410,2805 Vera Avenue,Braunschweig,Moi University,10,1,2
Jae,Lilie,25/08/2022,2,227-129-7649,5 Ridge Oak Hill,Yuktae-dong,University of Alabama - Huntsville,9,1,2
Sher,Le feuvre,05/05/2022,2,308-691-5281,364 Talisman Street,Añatuya,"Physical Education Academy ""Jedrzej Sniadecki"" in Gdansk",8,3,1
Marlee,Arnaudi,15/09/2022,2,223-291-4240,20 Merry Pass,Ladan,Nara Medical University,3,3,1
Sheila,Baughan,18/05/2022,1,434-741-0650,7 Buhler Crossing,Qal‘ah-ye Kūf,Warsaw School of Social Psychology,9,2,1
Alfy,Oxford,23/08/2022,2,113-508-3802,721 Badeau Alley,Tuntum,Diyala University,7,2,2
Garvey,Bartlomiejczyk,25/06/2022,2,153-318-6834,05518 Melrose Avenue,Lancai,Institut Supérieure d'Electronique de Paris,9,3,2
Jaclin,Danes,22/11/2021,2,666-102-4140,6477 East Point,Butere,Mandalay Technological University,8,2,2
Ailene,Beedell,01/03/2022,1,465-965-1575,44871 Carioca Plaza,São Félix do Xingu,Liceo de Cagayan University,9,3,1
Evangelina,Pointer,29/05/2022,2,963-926-4230,65354 Kingsford Terrace,Cibeureum,Mahatma Jyotiba Phule Rohilkhand University Bareilly ,1,1,2
Margarethe,Mirralls,10/05/2022,2,818-326-3831,663 Twin Pines Hill,Luodian,Bartlesville Wesleyan College,4,2,2
Valery,Kynson,21/09/2022,2,344-765-0900,82985 Thompson Circle,Victoria,St. Matthews University,11,1,2
Rudolph,Van Haeften,24/10/2022,2,561-146-7721,339 Eggendart Pass,Phultala,Southern California College of Optometry,5,3,1
Alys,Klesse,27/12/2021,2,189-946-6494,25356 Debra Road,Futian,Universidad del Tepeyac,1,1,2
Sigismund,Liley,18/02/2022,2,202-470-6526,2 Caliangt Avenue,Guzhu,California Coast University,3,1,1
Lynnette,Nevin,09/06/2022,1,900-703-0351,716 Autumn Leaf Lane,San Luis,Detroit College of Business - Warren,3,2,1
Olivette,Ladon,27/08/2022,1,935-716-9735,71 Bobwhite Plaza,Repentigny,Siam Technology College,5,3,1
Rowney,Vinick,09/02/2022,2,475-440-8021,17 Hanover Center,Ḩarf al Musaytirah,Istanbul Arel University,11,3,2
Theo,Ollivierre,02/11/2021,1,624-136-6065,700 Pine View Street,Bunder,Universität der Bundeswehr Hamburg,9,1,2
Valdemar,Aiken,28/06/2022,2,106-867-9686,0781 Independence Hill,Alae,Jahrom University of Medical Sciences,3,3,1
Tasha,Licari,06/10/2022,2,567-621-1582,35 Ohio Trail,Loncoche,Umutara Polytechnic,6,3,1
Gertie,Asquith,15/07/2022,2,580-530-2235,3047 Ilene Court,Bajina Bašta,Universidad Autónoma de Santa Ana,11,2,2
Elayne,Groven,06/12/2021,2,609-402-8794,66137 Duke Road,Fushi,Barber-Scotia College,1,3,2
Celisse,Aps,12/02/2022,2,269-315-4662,4 Old Gate Trail,Panolan,Athens University of Economics and Business,10,3,2
Lemuel,Hampshaw,29/08/2022,2,145-342-1846,9484 Ruskin Parkway,Magomeni,Edinboro University of Pennsylvania,3,2,1
Augustin,de Leon,26/09/2022,1,758-791-7674,882 Oak Point,Manchioneal,Bashkir State University,6,2,1
Morena,Berk,12/04/2022,1,254-991-2060,1 Bunting Place,Qinglin,University of Northern Bahr El-Ghazal,7,3,1
Phyllis,Dufoure,06/07/2022,1,187-143-7661,2 Lakeland Street,Molinos,Catholic Theological Union,3,1,2
