FirstName,LastName,DateOfBirth,Gender,PhoneNumber,Address,City,SchoolName,Grade,CourseLanguage,Shift
Violette,Brandassi,29/05/2022,2,354-734-7056,4 Reindahl Junction,Kopen,Obafemi Awolowo University Ile-Ife,6,2,2
Eugenio,Begwell,12/03/2022,2,927-837-3133,3 Reinke Crossing,Shahr-e Şafā,International School of Management in Prešov,6,3,2
Mord,Benterman,04/03/2022,1,206-826-4543,18 Elka Avenue,Seattle,Hainan University,2,1,1
Carolee,Eburah,13/03/2022,2,467-809-9907,1 Buell Drive,Belung Satu,Universitas Bakrie,1,3,1
Andy,Dannel,30/11/2021,2,420-464-7342,6 Mcbride Way,Zhuangshi,Slippery Rock University,4,2,1
Nichol,Cranmore,01/11/2021,2,507-464-9436,6900 Ryan Parkway,Chusovoy,International Theravada Buddhist Missionary University,4,1,2
Irwin,Thorns,19/11/2021,1,841-592-0672,5970 Pepper Wood Pass,Migori,Texas Wesleyan University,11,2,2
Melony,Arnfield,29/01/2022,1,430-735-3438,612 Veith Circle,Barrancas,Turkish Military Academy,5,2,1
Thomasina,Bilbrooke,06/04/2022,1,106-894-8483,7 Nevada Circle,Pasirputih,Universidad Privada San Juan Bautista,6,3,1
Gabriel,MacColl,09/11/2021,1,597-886-1082,18157 Banding Alley,Kifrī,Universidad Autónoma del Estado de Morelos,10,1,2
Archer,Overy,21/10/2022,2,734-664-4931,1589 Oak Valley Hill,Błaszki,Odessa State Academy of Construction and Architecture,10,3,2
Xenos,Giacomucci,23/12/2021,1,188-578-8928,8187 Sheridan Road,Bila Krynytsya,Andrews University,3,3,1
Jude,MacCarter,15/08/2022,2,604-350-2863,42 Union Road,Santana,Universidad Salesiana,7,1,1
Pen,Antonikov,19/12/2021,1,336-261-2081,41938 Autumn Leaf Parkway,Chư Ty,Universidad Autónoma de Sinaloa,6,3,1
Rosina,Arckoll,01/08/2022,2,355-124-5082,606 Service Trail,Likiep,Graceland College,9,2,1
Clarance,Skinn,10/05/2022,2,162-811-5881,4 Melvin Avenue,Mel’nikovo,Irkutsk State University,1,1,1
Arlin,Risbrough,10/12/2021,2,512-307-0127,0 Golf Course Park,Sampit,Hanoi National Economics University,4,3,2
Reidar,Lewington,17/06/2022,2,933-640-2074,74 Raven Place,Shishan,Pamir University,8,1,1
Teri,Lauret,23/03/2022,1,867-510-5659,2 Cody Parkway,Neftegorsk,Blackburn College,3,3,1
Bidget,Marvelley,23/12/2021,2,152-185-8063,70836 Grasskamp Avenue,Dadong,Denver Technical College,1,1,1
Johnette,Pengelly,15/06/2022,1,423-921-0905,356 Emmet Crossing,Chattanooga,Westsächsische Hochschule Zwickau (FH),10,2,1
Merissa,Ketch,26/05/2022,1,302-557-3349,95504 Upham Street,Sena,Finch University of Health Sciences - The Chicago Medical School,10,1,1
Jesselyn,Djorvic,12/09/2022,2,989-509-4145,7979 Myrtle Center,Caruaru,Azerbaijan State Economic University,10,3,2
Cybil,Bentame,12/07/2022,2,422-812-5190,56 Corry Court,Sępopol,Tokyo National University of Fine Arts and Music,10,2,1
Rhetta,Farquar,19/10/2022,1,182-642-0502,8 Alpine Drive,Dębno,Ohka Gakuen University,11,3,1
Rickie,Danaher,15/02/2022,1,924-767-3645,4 Browning Avenue,Juli,Kharkiv State Transport Technical University,3,3,1
Letta,Darnell,07/09/2022,1,541-334-6194,02870 Old Shore Alley,Zākhū,Gurukul University,1,2,2
Timi,Moreno,02/08/2022,2,682-949-4989,049 Commercial Park,Jijia,Institucion Universitaria de Envigado,8,3,2
Ansel,Lippini,16/11/2021,1,347-494-6331,1998 Beilfuss Plaza,Mount Pearl,Southern University - Baton Rouge,9,1,1
Kristine,MacMeeking,24/02/2022,1,433-609-9039,8672 Harper Point,Tlogotunggal,Universität für Musik und darstellende Kunst  Wien,2,3,2
Bernita,Greggersen,13/12/2021,1,784-345-6207,35863 Dovetail Terrace,Anuling,Fachhochschule Schmalkalden,8,1,1
Katinka,Stearne,21/08/2022,1,855-765-5239,27452 Carpenter Plaza,Ibrā’,Technical University of Varna,6,3,1
Doreen,Daugherty,14/01/2022,1,451-961-0824,0 Manufacturers Lane,Filiátes,Fachhochschulstudiengänge Wels,5,2,1
Robbyn,Blaze,29/12/2021,2,724-854-9604,1878 Logan Plaza,Tanbu,Liverpool Hope University College,1,2,2
Wilhelmina,Schroter,03/07/2022,2,823-290-5317,26 Maple Street,Tambaksari,Universitas Jenderal Soedirman,4,2,2
Tanny,Kloser,02/06/2022,2,861-507-1964,1 Sutherland Trail,Gununganyar,Universidad Simón Bolivar,5,1,2
Dario,Louisot,01/04/2022,1,800-838-6677,47 Derek Point,Irákleion,Mazandaran University of Iran,3,3,2
Shirleen,Goodding,13/03/2022,1,802-790-4764,97068 Sachtjen Avenue,Berlin,Fachhochschule Deggendorf,1,3,2
Kerwin,Ricoald,03/02/2022,1,711-993-6312,535 East Crossing,Longjie,Smolensk State Medical Academy,6,3,2
Cullin,Housden,21/03/2022,1,916-706-1117,367 Springview Drive,Sacramento,Universitas Negeri Manado,2,1,1
Rockwell,Ascroft,06/07/2022,1,592-558-1100,84307 Hoepker Park,Großklein,Kunitachi College of Music,11,3,2
Zachary,Escalante,18/03/2022,2,929-355-7538,90 Toban Alley,Mentaraman Satu,Western Bible College,3,1,1
Arlen,Veness,14/01/2022,1,675-930-0229,2786 Grasskamp Hill,Beijiang,Universidad Peruana Union,8,3,1
Belita,Sparham,18/01/2022,1,450-665-5950,42944 Sage Parkway,Lazaro Cardenas,Gwangju Catholic College,7,1,1
Wilbur,Gheorghe,05/07/2022,2,449-263-2451,0 Farragut Hill,Guinsadan,Mamoun Private University for Science and Technology,1,3,1
Marlo,Massimi,24/06/2022,1,856-441-2200,072 Service Point,Kardítsa,Universidad Miguel de Cervantes,4,2,1
Ola,Codd,11/12/2021,1,612-452-5323,36349 Jenifer Point,Buan,Tokai University Educational System,9,3,2
Dulciana,Kerford,09/11/2021,2,452-190-7206,5984 Stephen Crossing,Barranqueras,Universidade de Ribeirão Preto,10,3,2
Etti,Anyon,28/05/2022,2,725-435-5997,820 Hoard Terrace,San Antonio Oeste,Universidade Camilo Castelo Branco,8,1,1
Shermie,Cahan,23/06/2022,2,152-664-4603,28079 Colorado Terrace,Pogwizdów,Webb Institute,5,3,2
Winnie,Claricoats,10/03/2022,1,920-880-6368,74 Warbler Street,Hokor,Kharkiv State Medical University,11,3,1
Dannel,Leefe,12/04/2022,2,836-959-3589,1408 Sunbrook Trail,Las Mesas,Universidade Federal de Uberlândia,7,2,1
Idaline,Risby,25/06/2022,2,804-765-8812,2854 Miller Road,Gimo,Polytechnic University of Tirane,8,1,2
